respondent,date,province,school,id,gender,grade,field_study,understanding_q1,understanding_q2,understanding_q3,understanding_q4,understanding_q5,understanding_q6,understanding_q7,understanding_q8,understanding_q9,relationship_q10,relationship_q11,relationship_q12,relationship_q13,relationship_q14,relationship_q15,relationship_q16,relationship_q17,relationship_q18,relationship_q19,relationship_q20,relationship_q21,hots_q22,hots_q23,hots_q24,hots_q25,hots_q26,hots_q27,hots_q28,hots_q29,hots_q30,hots_q31,education_q1,education_q2,education_q3,education_q4,education_q5,education_q6,education_q7,education_q8,education_q9,education_q10,education_q11,education_q12,education_q13,education_q14,education_q15,education_q16,entrepreneurship_q1,entrepreneurship_q2,entrepreneurship_q3,entrepreneurship_q4,entrepreneurship_q5,entrepreneurship_q6,entrepreneurship_q7,entrepreneurship_q8,entrepreneurship_q9,entrepreneurship_q10,entrepreneurship_q11,entrepreneurship_q12,entrepreneurship_q13,entrepreneurship_q14,entrepreneurship_q15,employability_q1,employability_q2,employability_q3,employability_q4,employability_q5,employability_q6,employability_q7,employability_q8,employability_q9,employability_q10,employability_q11,employability_q12,mindset_q1,mindset_q2,mindset_q3,mindset_q4,mindset_q5,mindset_q6,mindset_q7,mindset_q8,mindset_q9,mindset_q10,mindset_q11,mindset_q12,mindset_q13,mindset_q14,mindset_q15,mindset_q16,mindset_q17,mindset_q18,mindset_q19,mindset_q20,mindset_q21
SISWA,2/8/2023,Jawa Timur,SMKN 2 LUMAJANG,2878,1,12,TATA KECANTIKAN,4,4,3,4,3,3,3,3,4,4,3,4,3,4,3,4,3,4,2,3,4,3,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,3,3,3,3,3,4,4,2,4,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,2,4,4,3,4,3,3,4,4,4,3,4,3,4,3,4,3,4
SISWA,2/13/2023,Jawa Timur,SMKN 2 LUMAJANG,2877,1,12,TATA KECANTIKAN,4,4,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,3,4,4,3,3,3,3,4,3,4,3,4,3,3,2,3,3,3,3,3,3,2,2,4,4,3,3,4,3,3,2,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,4,4,4,3,4,3,2,3,3
SISWA,2/13/2023,Jawa Timur,SMKN 2 LUMAJANG,2880,1,12,TATA KECANTIKAN,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/8/2023,Jawa Timur,SMKN 2 LUMAJANG,2883,1,12,TATA KECANTIKAN,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/2/2023,Jawa Timur,SMKN 2 LUMAJANG,2864,1,12,TATA BOGA,3,4,4,4,3,2,4,3,3,3,4,4,3,3,4,4,4,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/22/2023,Jawa Timur,SMKN 2 LUMAJANG,2529,2,12,DKV,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,2,1,4,2,2,3,2,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,3,2,3,2,3,2,3,3
SISWA,2/23/2023,Jawa Timur,SMKN 2 LUMAJANG,2755,1,12,TATA BOGA,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/23/2023,Jawa Timur,SMKN 2 LUMAJANG,2879,1,12,TATA KECANTIKAN,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,4,3,3,1,3,4,3,3,4,3,4,3,3,4,3,3,3,3,3,2,4,3,4,3,4,4,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,4,2,3,3,2,2,4,3,2,4,4,2,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,4,4
SISWA,2/23/2023,Jawa Timur,SMKN 2 LUMAJANG,2884,1,12,TATA KECANTIKAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,4,4,4,1,1,4,4,1,4,1,4,4,4,1,4,4,1,4,4,1,4,4,1,1,4,4,1,4,3,4,1,4,4,4,1,4,4,1,4,4,1,1,4,4,1,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3
SISWA,2/24/2023,Jawa Timur,SMKN 2 LUMAJANG,23150,1,12,PERHOTELAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,3,3,4,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3
SISWA,2/15/2023,Jawa Timur,SMKN 2 LUMAJANG,2808,1,10,KULINER,3,3,3,3,3,2,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,2,3,4,4,2,4,3,4,2,2,3,4,4,2,3,3,3,3,4,3,3,3,3,2,4,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,2,3,4,4,3,4,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3
SISWA,2/15/2023,Jawa Timur,SMKN 2 LUMAJANG,2781,2,10,KULINER,3,3,3,2,4,3,3,3,4,4,4,4,4,3,2,4,4,3,3,3,2,1,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,2,4,3,2,3,3,2,3,3,1,3,4,2,2,4,3,2,3,3,4,1,3,3,4,1,3,4,2,4,4,3,1,4,4,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,416,1,12,AKL,4,4,3,4,3,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,4,3,4,3,4,2,4,4,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,2,4,3,3,3,4,2,3,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1861,2,12,AKUNTANSI,4,4,3,3,3,2,4,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,4,2,3,3,3,3,2,3,3,4,2,4,3,3,4,4,3,3,3,2,2,4,4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,2,3,4,4,3,3,4,2,3,4,4,4,3,4,4,4,4,4,4,3,4,4
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1849,1,12,AKL,4,3,3,3,3,2,3,4,3,3,4,4,4,4,4,3,3,4,3,2,3,2,3,4,3,3,3,3,3,4,3,4,3,2,2,3,4,2,3,3,4,3,4,4,4,4,3,4,4,2,3,4,3,2,4,3,2,4,3,4,3,4,4,4,2,3,4,2,3,3,3,3,4,2,3,3,4,2,3,4,4,3,2,4,3,3,4,4,3,3,4,3,2,4,2
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,423,1,12,AKUNTANSI,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,1,3,3,4,3,4,2,4,3,3,3,4,4,1,4,4,3,4,4,2,3,3,3,2,3,3,3,3,4,4,4,3,4,4,3,4,4,3,3,4,3,1,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1859,1,12,AKL,4,4,3,3,3,2,3,3,3,4,4,3,3,4,4,3,2,4,3,3,3,2,3,4,4,3,3,3,3,4,4,4,4,2,3,3,3,3,4,3,3,3,4,4,4,4,3,4,4,2,3,4,3,3,2,4,2,4,4,4,3,4,3,4,3,3,4,3,4,3,3,3,4,3,3,4,4,3,4,3,3,4,3,3,3,3,4,4,4,3,4,4,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,424,1,12,AKL,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,2,3,4,3,4,3,4,4,4,4,3,4,1,3,3,4,3,4,3,3,4,4,3,4,4,2,4,4,1,3,4,3,3,3,3,2,4,4,4,2,4,4,4,3,4,4,3,4,4,3,3,4,2,3,3,4,3,4,4,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,436,1,12,AKL,4,4,3,3,3,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,2,3,4,3,4,3,4,4,4,3,3,4,1,3,3,4,3,4,3,3,4,4,3,4,4,2,4,4,2,3,4,3,3,3,3,2,4,4,4,2,4,3,4,3,4,4,3,4,3,3,3,4,2,3,3,4,3,4,4,3,3,2,4,4,4,4,4,4,3,4,4,3,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1863,2,12,AKL,4,4,3,3,2,2,3,3,4,4,4,3,4,3,4,4,4,3,3,4,3,2,3,3,3,3,2,3,3,4,2,4,3,2,3,4,4,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,3,3,3,3,2,4,4,4,3,4,4,4,3,4,4,3,4,3,3,3,4,2,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1872,1,12,AKUNTANSI,4,4,3,3,3,2,4,3,3,4,3,3,3,3,3,4,3,3,2,4,4,1,3,4,3,3,2,3,3,3,3,4,3,1,3,3,4,3,4,3,4,2,3,4,4,4,1,4,3,3,3,4,2,4,2,3,2,4,3,4,3,4,4,3,3,3,4,4,4,3,4,2,4,4,2,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,3,4
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,414,1,12,AKL,4,4,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1856,1,12,AKUNTANSI,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,2,3,1,4,4,3,4,4,4,3,4,3,2,3,4,2,2,3,3,2,4,4,4,2,4,4,3,2,3,4,2,4,3,3,3,4,3,2,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,415,1,12,AKUNTANSI,4,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,435,1,12,AKUNTANSI,4,4,4,4,3,3,4,4,3,4,3,4,4,3,3,3,4,3,4,3,3,2,4,4,3,3,3,3,3,3,4,3,4,2,3,3,4,3,4,2,4,3,2,3,4,4,2,3,3,3,3,4,2,2,3,3,3,4,4,3,3,4,3,3,2,3,3,2,4,3,3,3,4,3,2,3,3,2,4,4,2,3,3,3,4,4,4,3,4,3,4,4,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1871,1,12,AKL,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,3,3,2,3,3,4,3,4,4,3,3,4,4,3,4,3,3,3,4,2,3,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,420,1,12,AKUNTANSI,3,4,3,3,3,3,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,1,3,4,4,4,4,2,4,3,4,4,3,4,2,3,3,3,4,4,3,4,3,3,3,4,4,3,2,4,3,3,3,4,4,3,4,3,3,3,4,2,3,4,4,3,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,421,1,12,AKL,4,4,3,3,2,2,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,2,3,2,2,3,4,3,3,3,2,3,3,3,4,3,4,1,3,2,2,4,3,3,4,3,2,1,4,3,3,2,4,3,2,3,4,4,4,3,3,3,3,3,2,3,4,4,4,3,3,2,3,3,4,4,4,4,3,3,3,4,4,3,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,437,1,12,AKUNTANSI,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,3,4,4,4,4,4,4,4,3,4,4,1,3,3,4,3,4,2,4,4,2,3,4,4,2,4,4,3,4,4,2,3,3,3,2,4,4,4,3,4,4,4,3,4,4,3,4,3,2,2,4,2,3,4,4,3,4,4,2,3,3,4,4,3,4,4,4,3,4,4,3,4,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,1865,1,12,AKL,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,4,4,3,3,3,3,2,3,3,3,4,3,3,4,3,3,4,4,1,2,3,4,2,4,2,4,4,4,4,4,4,2,4,4,1,3,4,2,2,3,3,2,4,4,3,3,4,4,4,2,3,4,1,4,3,3,3,4,4,2,3,4,2,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,3
SISWA,12/30/2003,Jawa Timur,SMKN KLAKAH,1873,1,12,AKUNTANSI,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/6/2023,Jawa Timur,SMKN KLAKAH,422,1,12,AKUNTANSI,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,4,3,4,3,3,4,4,4,2,4,4,3,3,4,2,2,3,4,2,4,4,4,3,4,4,4,3,3,4,2,4,4,3,3,4,2,2,3,4,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4
SISWA,2/7/2023,Jawa Timur,SMKN KLAKAH,282,1,10,DKV,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,2/7/2023,Jawa Timur,SMKN KLAKAH,256,1,10,DKV,4,3,3,3,2,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,1,1,4,4,2,4,1,4,3,4,3,3,4,1,4,4,2,4,4,3,2,4,4,1,4,4,4,3,4,4,4,1,4,4,2,4,4,2,4,4,3,3,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
SISWA,2/7/2023,Jawa Timur,SMKN KLAKAH,1918,1,10,AKUNTANSI,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,1,1,4,4,2,4,2,4,4,4,3,4,4,3,4,4,2,4,4,3,3,3,3,2,4,4,4,4,4,4,4,2,3,4,3,4,4,3,2,4,3,3,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
SISWA,2/7/2023,Jawa Timur,SMKN KLAKAH,1913,2,10,AKUNTANSI,3,4,4,3,3,2,4,4,4,4,4,3,1,3,3,4,3,4,2,4,4,3,2,3,4,4,4,4,4,4,1,4,4,2,2,4,4,4,4,2,4,4,3,4,4,4,2,4,4,2,4,4,2,4,3,4,3,4,2,4,4,4,4,4,2,4,4,4,4,3,2,3,3,4,2,4,4,4,4,4,3,3,4,3,4,4,4,4,2,4,4,4,4,4,4
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8391,2,12,TKJ,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,1,3,4,4,3,4,4,4,4,4,4,4,1,2,4,4,1,4,3,4,2,3,3,4,4,1,4,4,3,4,4,1,3,4,4,1,4,4,4,3,4,4,4,3,2,4,3,4,4,3,3,4,3,3,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8377,2,12,TKJ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8384,1,12,TKJ,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,4,4,4,4,2,2,3,4,2,4,3,4,4,3,3,4,4,2,4,4,1,3,4,1,3,3,4,2,4,4,4,3,4,4,4,2,3,4,3,4,4,3,3,4,3,2,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8387,1,12,TKJ,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,4,2,3,3,2,4,4,4,2,3,3,2,3,3,2,3,2,3,2,3,4,3,2,4,3,3,2,3,4,3,4,3,3,3,4,2,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,3,4,3,3,3,3
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8375,1,12,TKJ,4,3,3,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,4,3,4,4,2,2,3,3,2,4,2,4,3,2,3,3,3,2,3,3,2,3,4,3,3,2,3,2,4,3,4,4,4,3,3,3,3,3,3,4,2,3,3,3,2,3,3,4,3,4,4,2,3,1,3,4,4,3,4,3,3,4,4,3,4,3
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8399,2,12,TKJ,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SISWA,1/25/2023,Jawa Timur,SMKN 1 TEMPEH,8398,2,12,TKJ,4,4,4,4,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,1,2,3,4,2,4,3,3,4,3,3,3,3,2,4,3,2,3,3,2,2,3,3,3,4,4,4,3,4,4,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,4,3,3,3,3,3,3,4,3,4,3,3,3,3
